employee_id,department,role,monthly_income,years_at_company,job_satisfaction,overtime,attrition_risk,performance_rating,education
1105,Ventas,Sales Manager,3773,3,4,No,Bajo,2,Licenciatura
1106,Soporte,Help Desk Analyst,6975,13,3,Sí,Medio,4,Doctorado
1107,Marketing,Product Marketing Manager,3334,11,2,No,Alto,4,Sin título formal
1108,Operations,Warehouse Supervisor,2576,1,3,No,Medio,4,Licenciatura
1109,Finanzas,Financial Analyst,5447,15,4,Sí,Medio,4,Licenciatura
1110,Ingeniería,SRE Engineer,5977,17,3,Sí,Medio,4,Licenciatura
1111,Operations,Operations Manager,5243,7,2,No,Medio,4,Maestría
1112,RRHH,HR Business Partner,8412,8,5,Sí,Medio,4,Doctorado
1113,Investigación,Laboratory Technician,4613,6,4,Sí,Medio,5,Licenciatura
1114,TI,Security Analyst,4287,10,4,No,Bajo,3,Secundaria
1115,Legal,Compliance Officer,6096,11,3,Sí,Medio,3,Licenciatura
1116,RRHH,Employee Relations Manager,5793,10,3,Sí,Medio,4,Maestría
1117,Marketing,CMO,3918,19,2,Sí,Alto,5,Secundaria
1118,TI,Data Engineer,7929,4,5,No,Bajo,3,Doctorado
1119,Ingeniería,Desarrollador Senior,4085,11,3,No,Bajo,2,Sin título formal
1120,Marketing,Product Marketing Manager,5408,20,4,Sí,Medio,3,Licenciatura
1121,Ventas,Business Development,8816,13,1,No,Medio,2,Doctorado
1122,Ventas,Business Development,7309,17,1,Sí,Alto,4,Maestría
1123,Operations,Operations Manager,2528,4,4,Sí,Medio,3,Licenciatura
1124,RRHH,Recruiter,6014,18,3,Sí,Medio,4,Licenciatura
1125,TI,ERP Analyst,9586,17,4,No,Bajo,4,Maestría
1126,Ventas,Inside Sales Rep,2911,4,5,Sí,Medio,4,Sin título formal
1127,Ingeniería,Machine Learning Engineer,5734,11,4,Sí,Medio,2,Licenciatura
1128,Finanzas,Contador Senior,4408,4,3,No,Bajo,4,Licenciatura
1129,TI,Administrador de Sistemas,4276,2,4,No,Medio,4,Licenciatura
1130,Legal,Legal Secretary,9164,17,4,Sí,Medio,4,Maestría
1131,Ingeniería,Full Stack Developer,3832,5,2,No,Medio,4,Secundaria
1132,Operations,Supply Chain Analyst,4876,20,2,No,Medio,3,Licenciatura
1133,TI,Data Engineer,4261,3,2,No,Medio,3,Licenciatura
1134,Finanzas,Financial Analyst,7997,19,3,Sí,Medio,3,Maestría
1135,TI,Security Analyst,5513,20,2,Sí,Alto,4,Secundaria
1136,Ventas,Regional Sales Director,6872,12,4,No,Bajo,3,Maestría
1137,Marketing,Brand Manager,3712,13,5,Sí,Medio,3,Secundaria
1138,Finanzas,Revenue Analyst,8238,16,4,Sí,Medio,4,Maestría
1139,Finanzas,Cost Accountant,4659,4,3,Sí,Medio,3,Licenciatura
1140,Legal,Senior Counsel,9325,13,4,No,Bajo,3,Maestría
1141,Legal,IP Attorney,4677,5,2,Sí,Alto,4,Licenciatura
1142,Soporte,Desktop Support,6373,14,3,No,Bajo,5,Maestría
1143,Investigación,Lab Manager,5663,14,5,Sí,Medio,3,Licenciatura
1144,Soporte,Líder de Soporte,5190,3,5,Sí,Medio,3,Maestría
1145,Ingeniería,Desarrollador Senior,8871,18,5,No,Bajo,4,Maestría
1146,RRHH,Employee Relations Manager,5079,18,3,Sí,Medio,4,Licenciatura
1147,Ingeniería,Platform Engineer,6216,18,5,No,Bajo,4,Licenciatura
1148,Legal,IP Attorney,10491,20,5,No,Bajo,4,Maestría
1149,Legal,Paralegal,5212,12,3,Sí,Medio,3,Licenciatura
1150,Soporte,Líder de Soporte,3625,8,3,Sí,Medio,4,Licenciatura
1151,Finanzas,Financial Analyst,4888,19,5,No,Bajo,4,Secundaria
1152,Ingeniería,Software Architect,11000,16,3,Sí,Medio,4,Doctorado
1153,Soporte,Systems Administrator,3213,1,3,No,Medio,2,Licenciatura
1154,Investigación,Research Analyst,6114,17,3,Sí,Medio,5,Licenciatura
1155,Ingeniería,DevOps Engineer,7017,9,3,Sí,Medio,5,Maestría
1156,Legal,Legal Secretary,6397,15,2,No,Medio,3,Licenciatura
1157,TI,Administrador de Sistemas,5114,7,3,Sí,Medio,4,Licenciatura
1158,Ingeniería,DevOps Engineer,8590,16,2,No,Medio,4,Maestría
1159,Investigación,Research Analyst,6252,13,4,No,Bajo,2,Licenciatura
1160,Soporte,Escalation Engineer,3506,8,4,Sí,Medio,3,Secundaria
1161,Operations,Supervisor de Operaciones,3589,10,3,No,Bajo,3,Licenciatura
1162,Legal,Paralegal,4945,4,5,No,Bajo,3,Licenciatura
1163,TI,Network Engineer,4926,4,4,Sí,Medio,3,Licenciatura
1164,Ventas,Sales Representative,4991,9,5,Sí,Medio,3,Licenciatura
1165,Operations,Warehouse Supervisor,3125,2,4,No,Medio,3,Licenciatura
1166,Soporte,Quality Assurance,4633,17,4,No,Bajo,3,Licenciatura
1167,Finanzas,Treasury Analyst,5248,12,3,No,Bajo,1,Licenciatura
1168,Soporte,Desktop Support,4415,9,3,Sí,Medio,3,Licenciatura
1169,Investigación,Bioinformático,4404,4,4,Sí,Medio,3,Licenciatura
1170,Soporte,Service Desk Analyst,6275,19,3,No,Bajo,3,Maestría
1171,Operations,Inventory Manager,3248,4,1,Sí,Alto,5,Licenciatura
1172,Marketing,SEO Specialist,5192,4,5,Sí,Medio,4,Maestría
1173,Finanzas,Internal Auditor,3383,7,4,Sí,Medio,3,Sin título formal
1174,Legal,Legal Secretary,11000,15,5,Sí,Medio,2,Doctorado
1175,TI,ERP Analyst,11000,17,5,Sí,Medio,3,Doctorado
1176,Operations,Supervisor de Operaciones,5653,7,4,No,Bajo,4,Maestría
1177,Legal,Abogado Corporativo,6331,17,4,No,Bajo,3,Licenciatura
1178,Ingeniería,DevOps Engineer,8913,19,5,Sí,Medio,4,Maestría
1179,Investigación,Lab Manager,8839,17,4,No,Bajo,4,Maestría
1180,RRHH,HR Business Partner,3498,8,1,No,Alto,3,Secundaria
1181,Finanzas,CFO Adjunto,4287,2,2,Sí,Alto,4,Licenciatura
1182,Operations,Supply Chain Analyst,4837,18,4,No,Bajo,3,Licenciatura
1183,Operations,Procurement Specialist,3434,2,5,Sí,Alto,3,Licenciatura
1184,Ingeniería,Machine Learning Engineer,8839,19,4,Sí,Medio,4,Maestría
1185,Finanzas,Revenue Analyst,7884,15,4,Sí,Medio,4,Maestría
1186,TI,Data Engineer,6145,14,2,No,Medio,3,Licenciatura
1187,Investigación,Research Analyst,4222,6,3,Sí,Medio,3,Licenciatura
1188,Finanzas,CFO Adjunto,9634,13,2,Sí,Alto,2,Doctorado
1189,Marketing,Social Media Manager,8828,13,4,Sí,Medio,1,Doctorado
1190,Ventas,Account Manager,3759,4,4,Sí,Medio,4,Licenciatura
1191,Ingeniería,DevOps Engineer,4651,3,1,No,Medio,5,Licenciatura
1192,Ventas,Channel Sales Manager,6979,11,3,Sí,Medio,4,Maestría
1193,Operations,Operations Manager,5628,10,4,No,Bajo,3,Maestría
1194,Legal,Abogado Corporativo,3740,2,4,Sí,Medio,2,Secundaria
1195,TI,Data Engineer,4210,8,3,Sí,Medio,3,Secundaria
1196,TI,Arquitecto de Software,4997,4,2,Sí,Alto,5,Licenciatura
1197,Soporte,Líder de Soporte,5357,4,5,No,Bajo,4,Maestría
1198,RRHH,Compensation Analyst,7288,20,4,Sí,Medio,3,Maestría
1199,Finanzas,Revenue Analyst,7433,12,3,Sí,Medio,3,Maestría
1200,Ventas,Ejecutivo de Ventas,7825,5,3,Sí,Medio,3,Doctorado
1201,Investigación,Científico de Datos,6027,14,2,No,Medio,4,Licenciatura
1202,Soporte,Service Desk Analyst,4612,16,4,No,Bajo,4,Licenciatura
1203,RRHH,Learning & Development Specialist,8228,13,4,No,Bajo,4,Doctorado
1204,Marketing,Product Marketing Manager,4757,14,4,Sí,Medio,3,Licenciatura
1205,Ingeniería,Full Stack Developer,2200,1,5,No,Medio,2,Sin título formal
1206,Soporte,Service Desk Analyst,6083,5,3,No,Bajo,4,Doctorado
1207,Legal,Compliance Officer,5422,8,4,Sí,Medio,3,Licenciatura
1208,Ingeniería,Platform Engineer,3604,12,4,Sí,Medio,4,Sin título formal
1209,Ventas,Business Development,7770,6,3,Sí,Medio,1,Doctorado
1210,TI,Data Engineer,9012,16,4,Sí,Medio,4,Maestría
1211,Finanzas,Internal Auditor,5211,11,3,No,Bajo,3,Licenciatura
1212,Ingeniería,SRE Engineer,8229,17,1,Sí,Alto,4,Maestría
1213,Investigación,Lab Manager,7413,9,2,No,Medio,5,Maestría
1214,Legal,Compliance Officer,3145,5,3,Sí,Medio,2,Sin título formal
1215,TI,Data Engineer,9377,18,3,Sí,Medio,4,Maestría
1216,TI,Data Engineer,4261,12,3,No,Bajo,2,Secundaria
1217,Ventas,Regional Sales Director,6662,11,2,Sí,Alto,3,Maestría
1218,Ingeniería,QA Engineer,5049,7,3,Sí,Medio,2,Licenciatura
1219,Operations,Supervisor de Operaciones,6787,16,3,Sí,Medio,5,Maestría
1220,Finanzas,Controller,5160,11,4,No,Bajo,5,Licenciatura
1221,Ventas,Regional Sales Director,4767,17,1,Sí,Alto,4,Licenciatura
1222,Investigación,Lab Manager,8123,2,2,No,Alto,4,Doctorado
1223,Ventas,Technical Pre-Sales,4494,8,4,Sí,Medio,3,Licenciatura
1224,Legal,Senior Counsel,4391,20,3,No,Bajo,3,Sin título formal
1225,Finanzas,Treasury Analyst,8210,14,3,Sí,Medio,3,Maestría
1226,Operations,Analista de Operaciones,3063,19,2,No,Alto,1,Sin título formal
1227,Finanzas,Cost Accountant,8010,3,5,No,Bajo,3,Doctorado
1228,Finanzas,Revenue Analyst,4342,3,3,Sí,Medio,4,Licenciatura
1229,Finanzas,Internal Auditor,4572,15,4,Sí,Medio,3,Sin título formal
1230,Finanzas,Controller,5864,20,3,Sí,Medio,4,Licenciatura
1231,Operations,Supply Chain Analyst,4424,14,4,No,Bajo,4,Licenciatura
1232,Ingeniería,Platform Engineer,9465,18,2,Sí,Alto,2,Maestría
1233,TI,Data Engineer,6285,3,2,Sí,Alto,3,Maestría
1234,Legal,Compliance Officer,5378,6,5,Sí,Medio,5,Licenciatura
1235,TI,Network Engineer,4354,3,3,No,Bajo,4,Licenciatura
1236,Ventas,Sales Manager,5732,18,5,Sí,Medio,3,Licenciatura
1237,Marketing,Marketing Analyst,8344,20,4,No,Bajo,5,Maestría
1238,Marketing,Especialista Digital,3741,1,3,No,Medio,4,Licenciatura
1239,Ventas,Sales Representative,3750,13,5,Sí,Medio,4,Secundaria
1240,Finanzas,CFO Adjunto,8245,3,3,No,Bajo,4,Doctorado
1241,RRHH,HR Business Partner,4269,14,2,No,Medio,4,Licenciatura
1242,Soporte,Quality Assurance,6615,18,2,Sí,Alto,4,Maestría
1243,Operations,Logistics Coordinator,4384,11,2,Sí,Alto,5,Licenciatura
1244,Ventas,Technical Pre-Sales,5555,17,5,Sí,Medio,5,Licenciatura
1245,RRHH,Learning & Development Specialist,5704,19,3,Sí,Medio,4,Licenciatura
1246,RRHH,Talent Acquisition Lead,4635,12,5,Sí,Medio,5,Licenciatura
1247,Operations,Supervisor de Operaciones,4202,12,4,Sí,Medio,2,Licenciatura
1248,Investigación,Laboratory Technician,5860,12,5,No,Bajo,3,Licenciatura
1249,Soporte,Líder de Soporte,7745,15,2,No,Medio,3,Doctorado
1250,Finanzas,Controller,9072,20,5,Sí,Medio,4,Maestría
1251,Ventas,Account Executive,8397,20,4,No,Bajo,4,Maestría
1252,Investigación,Lab Manager,6557,2,5,No,Medio,3,Maestría
1253,Investigación,Lab Manager,5263,7,4,No,Bajo,3,Licenciatura
1254,TI,Administrador de Sistemas,9587,8,3,No,Bajo,4,Doctorado
1255,Finanzas,Controller,5733,1,4,No,Medio,4,Maestría
1256,Legal,IP Attorney,8327,11,5,Sí,Medio,5,Maestría
1257,Marketing,Content Strategist,3101,7,4,No,Medio,2,Sin título formal
1258,TI,Data Engineer,5111,11,3,Sí,Medio,2,Licenciatura
1259,RRHH,Workforce Planning Analyst,5453,19,3,No,Bajo,4,Licenciatura
1260,Soporte,Desktop Support,2713,1,1,No,Alto,4,Licenciatura
1261,RRHH,Analista de RRHH,7254,18,4,Sí,Medio,5,Maestría
1262,Soporte,Help Desk Analyst,3659,8,3,No,Bajo,4,Licenciatura
1263,TI,Database Administrator,8007,9,4,Sí,Medio,4,Maestría
1264,Ventas,Account Executive,5433,20,2,Sí,Alto,3,Licenciatura
1265,RRHH,Recruiter,3348,12,1,Sí,Alto,2,Secundaria
1266,Ventas,Inside Sales Rep,7171,13,4,No,Bajo,3,Maestría
1267,RRHH,Training Manager,4127,6,3,Sí,Medio,5,Licenciatura
1268,Operations,Distribution Manager,3990,17,5,No,Bajo,3,Secundaria
1269,Ingeniería,Machine Learning Engineer,4922,17,5,Sí,Medio,1,Secundaria
1270,RRHH,HR Business Partner,4103,5,3,No,Bajo,3,Licenciatura
1271,Ventas,Regional Sales Director,6489,10,4,No,Bajo,3,Maestría
1272,Marketing,Brand Manager,4005,9,2,No,Medio,4,Licenciatura
1273,Operations,Procurement Specialist,3513,7,4,No,Bajo,3,Licenciatura
1274,Soporte,Líder de Soporte,6167,14,4,Sí,Medio,3,Maestría
1275,Ventas,Business Development,3496,2,5,No,Medio,4,Licenciatura
1276,Legal,Legal Secretary,4770,4,4,Sí,Medio,3,Licenciatura
1277,RRHH,HR Analyst,3661,7,2,No,Medio,3,Licenciatura
1278,Ingeniería,Platform Engineer,6212,15,5,No,Bajo,4,Licenciatura
1279,TI,Database Administrator,9253,17,4,Sí,Medio,5,Maestría
1280,Ventas,Enterprise Sales Rep,9376,14,3,No,Bajo,3,Doctorado
1281,Marketing,Especialista Digital,7565,16,2,Sí,Alto,3,Maestría
1282,Soporte,Quality Assurance,3045,1,1,No,Alto,4,Licenciatura
1283,Operations,Supervisor de Operaciones,7771,10,5,Sí,Medio,5,Doctorado
1284,Ingeniería,Backend Developer,6012,3,2,No,Medio,4,Maestría
1285,Finanzas,Budget Analyst,5690,12,4,No,Bajo,2,Licenciatura
1286,Finanzas,Internal Auditor,4561,4,5,No,Bajo,2,Licenciatura
1287,Marketing,Especialista Digital,6231,5,4,Sí,Medio,3,Maestría
1288,Ventas,Inside Sales Rep,6776,12,5,Sí,Medio,5,Maestría
1289,Finanzas,Contador Senior,4966,10,4,Sí,Medio,3,Licenciatura
1290,RRHH,Training Manager,5776,4,3,Sí,Medio,3,Maestría
1291,Operations,Inventory Manager,4650,4,5,Sí,Medio,3,Maestría
1292,Investigación,Research Analyst,5162,10,3,Sí,Medio,4,Licenciatura
1293,Marketing,CMO,6241,7,3,Sí,Medio,4,Maestría
1294,Investigación,Laboratory Technician,4785,4,3,No,Bajo,4,Licenciatura
1295,Legal,Senior Counsel,10236,10,2,No,Medio,3,Doctorado
1296,Soporte,Quality Assurance,2782,20,4,Sí,Medio,3,Sin título formal
1297,Finanzas,Controller,5374,10,4,Sí,Medio,3,Licenciatura
1298,Investigación,Research Analyst,6602,16,3,No,Bajo,2,Licenciatura
1299,Legal,Abogado Corporativo,5040,7,3,Sí,Medio,3,Licenciatura
1300,Soporte,Líder de Soporte,3500,13,3,No,Bajo,3,Secundaria
1301,RRHH,Talent Acquisition Lead,5177,20,1,No,Medio,3,Licenciatura
1302,Ventas,Inside Sales Rep,3693,2,3,No,Medio,4,Licenciatura
1303,Finanzas,Financial Analyst,9773,13,5,No,Bajo,4,Doctorado
1304,Investigación,Research Analyst,5129,7,4,No,Bajo,4,Licenciatura
1305,Finanzas,Contador Senior,5773,17,4,No,Bajo,3,Licenciatura
1306,Ventas,Sales Representative,4489,15,5,Sí,Medio,4,Licenciatura
1307,TI,Cloud Architect,4509,9,1,Sí,Alto,3,Secundaria
1308,Investigación,Lab Manager,4542,8,2,No,Medio,4,Secundaria
1309,Operations,Procurement Specialist,8850,17,2,Sí,Alto,4,Doctorado
1310,Soporte,Technical Writer,3528,12,4,No,Bajo,3,Licenciatura
1311,Investigación,Científico de Datos,8072,10,5,No,Bajo,5,Maestría
1312,Operations,Operations Manager,4430,17,2,Sí,Alto,3,Licenciatura
1313,Marketing,CMO,3585,12,4,No,Bajo,3,Sin título formal
1314,Marketing,Content Manager,4844,13,5,Sí,Medio,5,Licenciatura
1315,Legal,Compliance Officer,4487,17,5,Sí,Medio,3,Sin título formal
1316,TI,Database Administrator,4902,2,5,No,Medio,2,Licenciatura
1317,Investigación,Lab Manager,3881,12,5,No,Bajo,3,Sin título formal
1318,RRHH,Workforce Planning Analyst,3673,20,3,Sí,Medio,3,Sin título formal
1319,Finanzas,Contador Senior,4729,7,4,No,Bajo,1,Licenciatura
1320,Soporte,Técnico de Soporte,2600,5,5,No,Medio,4,Secundaria
1321,Legal,IP Attorney,5074,18,2,Sí,Alto,4,Sin título formal
1322,TI,Arquitecto de Software,4316,2,5,No,Medio,3,Licenciatura
1323,TI,Security Analyst,5059,4,3,No,Bajo,3,Licenciatura
1324,Soporte,Help Desk Analyst,4948,7,2,No,Medio,4,Maestría
1325,Finanzas,Budget Analyst,5765,19,5,No,Bajo,3,Licenciatura
1326,RRHH,Workforce Planning Analyst,4340,11,3,No,Bajo,3,Licenciatura
1327,TI,Security Analyst,6770,18,4,Sí,Medio,4,Licenciatura
1328,Finanzas,Financial Analyst,7397,12,4,Sí,Medio,5,Maestría
1329,Finanzas,Contador Senior,7618,13,4,Sí,Medio,5,Maestría
1330,Investigación,Científico de Datos,5264,9,3,Sí,Medio,2,Licenciatura
1331,Finanzas,Revenue Analyst,5408,11,4,Sí,Medio,4,Licenciatura
1332,Marketing,Content Strategist,5351,16,3,Sí,Medio,4,Licenciatura
1333,RRHH,Director de RRHH,4749,1,2,No,Alto,3,Maestría
1334,Ventas,Channel Sales Manager,4094,7,4,Sí,Medio,4,Licenciatura
1335,Investigación,Laboratory Technician,2995,4,5,No,Medio,4,Secundaria
1336,Legal,Legal Secretary,9545,15,3,Sí,Medio,4,Maestría
1337,RRHH,Training Manager,5426,8,3,Sí,Medio,4,Maestría
1338,Finanzas,Analista Financiero,3874,16,4,No,Bajo,3,Sin título formal
1339,Ventas,Business Development,5296,14,4,Sí,Medio,1,Licenciatura
1340,Finanzas,Contador Senior,8858,20,1,No,Medio,5,Maestría
1341,RRHH,Employee Relations Manager,9130,15,4,No,Bajo,5,Doctorado
1342,Marketing,Marketing Analyst,9629,17,4,No,Bajo,3,Doctorado
1343,RRHH,HR Analyst,6883,19,2,No,Medio,4,Maestría
1344,Finanzas,Controller,4708,16,5,No,Bajo,4,Secundaria
1345,RRHH,Talent Acquisition Lead,7355,17,5,No,Bajo,3,Maestría
1346,Operations,Inventory Manager,2788,1,3,Sí,Alto,4,Secundaria
1347,Investigación,Laboratory Technician,5609,8,4,Sí,Medio,3,Licenciatura
1348,TI,Arquitecto de Software,4648,9,1,Sí,Alto,4,Secundaria
1349,Investigación,Bioinformático,5876,1,3,Sí,Medio,5,Maestría
1350,Operations,Distribution Manager,4420,9,3,No,Bajo,3,Licenciatura
1351,Marketing,Gerente de Marketing,5236,17,5,Sí,Medio,2,Licenciatura
1352,Ingeniería,DevOps Engineer,10200,12,4,No,Bajo,5,Doctorado
1353,Soporte,Help Desk Analyst,6493,17,5,No,Bajo,4,Maestría
1354,Soporte,Escalation Engineer,6213,3,3,No,Bajo,3,Doctorado
1355,Ventas,Enterprise Sales Rep,4512,17,2,No,Medio,4,Secundaria
1356,Ingeniería,Full Stack Developer,7684,10,3,No,Bajo,3,Maestría
1357,RRHH,Director de RRHH,4596,19,4,Sí,Medio,3,Secundaria
1358,Ingeniería,Machine Learning Engineer,5886,4,5,No,Bajo,5,Maestría
1359,Ingeniería,Desarrollador Junior,4853,9,2,Sí,Alto,4,Licenciatura
1360,Soporte,Técnico de Soporte,3683,3,3,Sí,Medio,2,Licenciatura
1361,TI,Arquitecto de Software,11000,16,1,Sí,Alto,4,Doctorado
1362,Soporte,Quality Assurance,3776,8,5,Sí,Medio,1,Licenciatura
1363,Marketing,Content Strategist,6718,13,4,Sí,Medio,4,Maestría
1364,TI,Security Analyst,6688,4,2,No,Medio,4,Maestría
1365,Soporte,Service Desk Analyst,4234,14,1,Sí,Alto,3,Licenciatura
1366,Legal,Senior Counsel,3736,1,4,Sí,Medio,2,Secundaria
1367,RRHH,Employee Relations Manager,3268,2,3,No,Medio,3,Licenciatura
1368,Operations,Inventory Manager,3883,4,2,Sí,Alto,5,Licenciatura
1369,Marketing,Social Media Manager,6425,12,3,Sí,Medio,4,Maestría
1370,Marketing,Content Strategist,8561,11,2,Sí,Alto,5,Doctorado
1371,Operations,Operations Manager,4009,7,3,Sí,Medio,4,Licenciatura
1372,Ventas,Regional Sales Director,5444,5,5,Sí,Medio,4,Maestría
1373,Investigación,Científico de Datos,3451,2,5,No,Medio,2,Secundaria
1374,Finanzas,Revenue Analyst,4256,1,3,No,Medio,2,Licenciatura
1375,Marketing,Product Marketing Manager,4830,14,4,Sí,Medio,5,Licenciatura
1376,Operations,Supply Chain Analyst,7366,9,4,Sí,Medio,3,Doctorado
1377,Operations,Inventory Manager,5502,2,5,Sí,Medio,3,Doctorado
1378,Legal,Compliance Officer,6625,19,2,No,Medio,3,Licenciatura
1379,Marketing,Gerente de Marketing,8285,9,4,No,Bajo,3,Doctorado
1380,TI,Administrador de Sistemas,8276,12,4,No,Bajo,4,Maestría
1381,Operations,Supervisor de Operaciones,5245,19,3,No,Bajo,1,Licenciatura
1382,Ingeniería,Software Architect,3880,12,4,No,Bajo,4,Secundaria
1383,TI,Administrador de Sistemas,6843,3,5,No,Bajo,3,Maestría
1384,Finanzas,Budget Analyst,5469,16,3,Sí,Medio,3,Licenciatura
1385,Operations,Supervisor de Operaciones,3101,2,4,Sí,Alto,2,Licenciatura
1386,Marketing,Especialista Digital,2441,9,1,No,Alto,4,Sin título formal
1387,Soporte,Escalation Engineer,6729,20,3,Sí,Medio,4,Maestría
1388,Marketing,SEO Specialist,4762,12,2,No,Medio,3,Licenciatura
1389,Finanzas,CFO Adjunto,4772,20,4,No,Bajo,3,Secundaria
1390,Finanzas,Revenue Analyst,4453,12,3,Sí,Medio,3,Secundaria
1391,Operations,Supervisor de Operaciones,3290,7,4,No,Medio,4,Licenciatura
1392,Soporte,Desktop Support,4635,19,4,Sí,Medio,3,Licenciatura
1393,Ventas,Account Executive,2828,8,5,No,Medio,4,Sin título formal
1394,Operations,Operations Manager,6758,17,3,No,Bajo,3,Maestría
1395,Operations,Procurement Specialist,8031,11,3,Sí,Medio,3,Doctorado
1396,Ventas,Sales Operations Analyst,4183,14,2,No,Medio,4,Licenciatura
1397,Ventas,Regional Sales Director,7703,20,4,Sí,Medio,4,Maestría
1398,RRHH,Workforce Planning Analyst,4820,14,4,Sí,Medio,4,Licenciatura
1399,Soporte,Service Desk Analyst,4055,14,4,No,Bajo,5,Licenciatura
1400,Marketing,Gerente de Marketing,6556,1,2,Sí,Alto,3,Doctorado
1401,Legal,IP Attorney,9488,4,1,Sí,Alto,3,Doctorado
1402,Ventas,Sales Representative,4869,17,5,No,Bajo,3,Licenciatura
1403,TI,ERP Analyst,5170,10,3,Sí,Medio,4,Licenciatura
1404,Ventas,Sales Operations Analyst,4287,12,5,No,Bajo,4,Secundaria
1405,TI,Database Administrator,6834,5,5,Sí,Medio,4,Maestría
1406,RRHH,Analista de RRHH,6065,12,3,No,Bajo,3,Maestría
1407,Legal,IP Attorney,6920,4,4,Sí,Medio,5,Maestría
1408,Operations,Distribution Manager,8569,14,3,No,Bajo,3,Doctorado
1409,RRHH,Training Manager,2829,7,4,No,Medio,2,Secundaria
1410,Finanzas,CFO Adjunto,4842,9,3,No,Bajo,5,Licenciatura
1411,Finanzas,Budget Analyst,2874,4,3,Sí,Medio,4,Sin título formal
1412,RRHH,Analista de RRHH,4892,2,1,Sí,Alto,4,Maestría
1413,Ingeniería,Backend Developer,6278,19,5,No,Bajo,3,Licenciatura
1414,Ventas,Sales Operations Analyst,5238,4,5,No,Bajo,4,Maestría
1415,Ventas,Sales Representative,2852,4,3,No,Medio,2,Sin título formal
1416,RRHH,Workforce Planning Analyst,4354,15,4,Sí,Medio,3,Licenciatura
1417,Ingeniería,Frontend Developer,6218,17,5,No,Bajo,4,Licenciatura
1418,Ingeniería,Full Stack Developer,5952,13,4,Sí,Medio,3,Licenciatura
1419,RRHH,Employee Relations Manager,7318,16,2,No,Medio,4,Maestría
1420,Marketing,Especialista Digital,5390,16,4,Sí,Medio,2,Licenciatura
1421,Finanzas,Revenue Analyst,5821,19,4,Sí,Medio,3,Licenciatura
1422,Finanzas,Financial Analyst,10319,16,4,No,Bajo,3,Doctorado
1423,Soporte,Escalation Engineer,3803,4,4,Sí,Medio,3,Licenciatura
1424,Investigación,Bioinformático,6266,14,3,Sí,Medio,5,Licenciatura
1425,Ventas,Regional Sales Director,6071,5,4,No,Bajo,4,Maestría
1426,Ingeniería,QA Engineer,4365,7,2,No,Medio,4,Licenciatura
1427,Finanzas,Treasury Analyst,5050,15,3,No,Bajo,4,Licenciatura
1428,Soporte,Técnico de Soporte,4618,14,4,Sí,Medio,3,Licenciatura
1429,Marketing,CMO,5745,20,5,No,Bajo,1,Licenciatura
1430,TI,Arquitecto de Software,8251,11,4,No,Bajo,4,Maestría
1431,Ingeniería,Machine Learning Engineer,6769,18,3,Sí,Medio,4,Licenciatura
1432,Finanzas,CFO Adjunto,9456,11,3,No,Bajo,4,Doctorado
1433,Ingeniería,Desarrollador Junior,10756,17,1,Sí,Alto,3,Doctorado
1434,Ingeniería,Full Stack Developer,7125,8,3,Sí,Medio,2,Maestría
1435,TI,Security Analyst,5649,9,4,Sí,Medio,4,Licenciatura
1436,Ingeniería,Desarrollador Junior,9019,18,2,Sí,Alto,4,Maestría
1437,TI,Network Engineer,9699,10,3,No,Bajo,3,Doctorado
1438,Ventas,Sales Manager,3992,19,3,No,Bajo,3,Sin título formal
1439,Marketing,Product Marketing Manager,7562,16,3,No,Bajo,1,Maestría
1440,Investigación,Laboratory Technician,4158,18,3,Sí,Medio,4,Sin título formal
1441,Ingeniería,Frontend Developer,8195,15,3,No,Bajo,3,Maestría
1442,Ventas,Account Executive,6071,7,4,No,Bajo,2,Maestría
1443,TI,IT Manager,6920,19,3,Sí,Medio,4,Licenciatura
1444,RRHH,Analista de RRHH,5347,19,5,No,Bajo,3,Licenciatura
1445,Marketing,Content Strategist,7378,18,3,No,Bajo,4,Maestría
1446,Legal,Senior Counsel,9258,3,3,Sí,Medio,2,Doctorado
1447,RRHH,Analista de RRHH,3921,4,2,Sí,Alto,5,Licenciatura
1448,Investigación,Research Analyst,9482,17,2,No,Medio,5,Maestría
1449,TI,Security Analyst,4242,4,5,No,Bajo,3,Secundaria
1450,Soporte,Service Desk Analyst,5002,6,3,Sí,Medio,4,Maestría
1451,Operations,Supply Chain Analyst,3316,9,5,No,Medio,4,Licenciatura
1452,RRHH,Training Manager,5084,16,3,Sí,Medio,3,Licenciatura
1453,Investigación,Científico de Datos,2857,1,2,No,Alto,3,Sin título formal
1454,Ventas,Ejecutivo de Ventas,7809,20,2,Sí,Alto,4,Maestría
1455,Marketing,Marketing Analyst,5788,7,3,No,Bajo,4,Maestría
1456,Soporte,Quality Assurance,9154,18,2,Sí,Alto,3,Doctorado
1457,Marketing,Brand Manager,5640,19,4,Sí,Medio,3,Licenciatura
1458,Operations,Procurement Specialist,3717,20,3,No,Bajo,1,Sin título formal
1459,Marketing,SEO Specialist,5700,20,1,Sí,Alto,2,Licenciatura
1460,Ingeniería,DevOps Engineer,6103,15,4,No,Bajo,3,Licenciatura
1461,Legal,Abogado Corporativo,6152,13,3,No,Bajo,4,Licenciatura
1462,Soporte,Escalation Engineer,3344,20,5,Sí,Medio,5,Secundaria
