delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
DEL-17759,Partner-C,Electrónica,Bicicleta,Estándar,Sur,Lluvioso,20.8,6.6,3.4,3.4,No,Completada,4.3,11.86
DEL-17760,Partner-A,Documentos,Camión,Estándar,Occidente,Nublado,12.7,4.0,3.0,2.1,Yes,Retrasada,1.3,12.18
DEL-17761,Partner-D,Alimentos,Camión,Estándar,Norte,Soleado,23.0,7.4,3.4,3.5,No,Completada,4.7,18.08
DEL-17762,Partner-B,Alimentos,Bicicleta,Estándar,Norte,Lluvioso,64.3,5.8,8.8,8.3,Yes,Completada,1.5,19.53
DEL-17763,Partner-E,Electrónica,Camión,Estándar,Centro,Nublado,11.0,18.0,2.3,2.2,No,Completada,4.4,25.87
DEL-17764,Partner-D,Electrónica,Moto,Express,Occidente,Nublado,40.9,18.6,5.4,4.1,Yes,Retrasada,1.9,33.47
DEL-17765,Partner-D,Documentos,Moto,Express,Norte,Lluvioso,21.1,11.2,2.7,2.2,Yes,Completada,2.2,18.2
DEL-17766,Partner-D,Documentos,Bicicleta,Express,Sur,Nublado,53.6,14.1,4.1,4.7,No,Completada,4.1,24.62
DEL-17767,Partner-D,Alimentos,Camión,Estándar,Centro,Nublado,28.1,15.4,5.7,4.5,Yes,Retrasada,2.7,29.52
DEL-17768,Partner-D,Electrónica,Moto,Estándar,Sur,Nublado,22.4,7.1,3.6,3.6,No,Completada,4.8,13.63
DEL-17769,Partner-D,Electrónica,Moto,Express,Sur,Lluvioso,29.2,19.4,4.2,3.0,Yes,Retrasada,3.3,36.06
DEL-17770,Partner-D,Electrónica,Camión,Estándar,Occidente,Nublado,19.9,9.5,4.4,3.2,Yes,Completada,1.3,25.31
DEL-17771,Partner-C,Ropa,Urbano,Estándar,Sur,Lluvioso,55.1,18.2,10.1,7.6,Yes,Retrasada,2.4,33.21
DEL-17772,Partner-B,Documentos,Moto,Estándar,Centro,Lluvioso,20.7,9.4,5.1,3.6,Yes,Retrasada,2.4,11.75
DEL-17773,Partner-E,Electrónica,Urbano,Express,Norte,Lluvioso,54.1,10.4,6.6,4.8,Yes,Retrasada,3.4,35.43
DEL-17774,Partner-B,Ropa,Moto,Estándar,Norte,Nublado,35.0,19.2,6.2,5.1,Yes,Retrasada,1.7,30.48
DEL-17775,Partner-E,Alimentos,Bicicleta,Express,Centro,Lluvioso,54.3,10.6,4.8,5.1,No,Completada,4.4,23.92
DEL-17776,Partner-B,Documentos,Bicicleta,Express,Sur,Nublado,58.5,6.4,5.2,5.0,No,Completada,4.9,20.92
DEL-17777,Partner-D,Ropa,Camión,Estándar,Norte,Nublado,41.1,18.5,6.5,5.5,Yes,Completada,2.7,42.29
DEL-17778,Partner-E,Alimentos,Bicicleta,Express,Sur,Lluvioso,9.9,14.7,1.7,1.5,Yes,Retrasada,1.1,12.29
DEL-17779,Partner-A,Electrónica,Urbano,Estándar,Centro,Lluvioso,20.1,5.8,4.1,3.0,Yes,Completada,2.5,10.3
DEL-17780,Partner-D,Documentos,Camión,Estándar,Occidente,Lluvioso,18.5,5.8,4.0,3.2,Yes,Retrasada,2.5,14.68
DEL-17781,Partner-C,Documentos,Urbano,Express,Sur,Soleado,18.0,7.8,2.0,2.2,No,Completada,4.7,17.18
DEL-17782,Partner-C,Alimentos,Camión,Express,Sur,Soleado,19.9,10.4,2.7,2.1,Yes,Retrasada,2.8,32.75
DEL-17783,Partner-D,Ropa,Moto,Estándar,Occidente,Nublado,53.8,2.9,7.0,7.5,No,Completada,3.7,21.7
DEL-17784,Partner-E,Ropa,Camión,Express,Occidente,Nublado,15.3,14.2,1.8,1.9,No,Completada,3.8,35.25
DEL-17785,Partner-E,Alimentos,Bicicleta,Express,Sur,Nublado,15.1,5.1,1.6,1.9,No,Completada,4.5,12.35
DEL-17786,Partner-A,Electrónica,Moto,Estándar,Centro,Soleado,18.6,0.5,2.4,2.8,No,Completada,4.7,8.73
DEL-17787,Partner-E,Ropa,Moto,Express,Sur,Nublado,30.7,17.0,3.9,3.2,Yes,Retrasada,1.7,34.63
DEL-17788,Partner-C,Alimentos,Moto,Express,Centro,Nublado,73.9,16.4,7.5,6.5,Yes,Retrasada,3.4,48.59
DEL-17789,Partner-A,Electrónica,Moto,Express,Norte,Lluvioso,26.5,16.1,3.7,2.6,Yes,Completada,2.7,25.56
DEL-17790,Partner-E,Alimentos,Bicicleta,Estándar,Occidente,Soleado,64.8,3.8,8.4,8.7,No,Completada,3.5,18.17
DEL-17791,Partner-E,Electrónica,Bicicleta,Express,Norte,Lluvioso,11.0,2.5,1.7,1.5,Yes,Retrasada,2.2,7.62
DEL-17792,Partner-D,Electrónica,Camión,Express,Sur,Soleado,30.7,10.1,2.8,3.0,No,Completada,5.0,32.66
DEL-17793,Partner-A,Alimentos,Bicicleta,Estándar,Centro,Nublado,25.0,18.2,4.0,4.2,No,Completada,4.7,16.93
DEL-17794,Partner-C,Electrónica,Camión,Express,Sur,Lluvioso,13.8,13.6,2.6,1.8,Yes,Retrasada,2.4,32.98
DEL-17795,Partner-A,Ropa,Camión,Express,Occidente,Soleado,16.1,1.6,2.1,2.0,No,Completada,3.9,15.48
DEL-17796,Partner-E,Alimentos,Camión,Express,Norte,Lluvioso,72.5,0.7,9.9,6.4,Yes,Retrasada,3.4,43.44
DEL-17797,Partner-D,Documentos,Moto,Express,Norte,Nublado,59.5,1.3,6.7,5.5,Yes,Retrasada,1.0,29.0
DEL-17798,Partner-B,Alimentos,Camión,Express,Centro,Nublado,18.4,19.6,2.4,1.8,Yes,Retrasada,1.4,42.08
DEL-17799,Partner-D,Alimentos,Bicicleta,Express,Centro,Soleado,12.0,12.2,1.0,1.3,No,Completada,3.6,14.72
DEL-17800,Partner-D,Alimentos,Camión,Estándar,Norte,Soleado,68.1,17.3,9.6,9.2,No,Completada,4.2,55.11
DEL-17801,Partner-E,Documentos,Urbano,Estándar,Occidente,Lluvioso,37.9,2.7,7.9,5.6,Yes,Retrasada,2.0,16.84
DEL-17802,Partner-A,Alimentos,Moto,Express,Norte,Nublado,36.4,10.3,3.9,3.6,Yes,Retrasada,1.6,24.09
DEL-17803,Partner-C,Alimentos,Urbano,Express,Sur,Nublado,5.7,11.4,1.0,0.8,Yes,Retrasada,1.9,15.68
DEL-17804,Partner-C,Electrónica,Urbano,Express,Norte,Lluvioso,53.9,14.9,6.4,4.7,Yes,Retrasada,1.2,41.21
DEL-17805,Partner-E,Ropa,Urbano,Estándar,Norte,Nublado,45.8,13.3,7.3,6.5,Yes,Retrasada,1.8,22.53
DEL-17806,Partner-B,Electrónica,Bicicleta,Express,Centro,Nublado,48.9,3.6,4.4,4.5,No,Completada,4.6,20.48
DEL-17807,Partner-D,Electrónica,Urbano,Estándar,Sur,Lluvioso,61.3,7.8,12.1,8.3,Yes,Retrasada,1.7,23.97
DEL-17808,Partner-A,Alimentos,Moto,Express,Norte,Nublado,57.3,2.4,5.3,5.1,No,Completada,4.3,23.96
DEL-17809,Partner-C,Electrónica,Bicicleta,Express,Sur,Lluvioso,5.7,6.7,1.2,0.9,Yes,Retrasada,1.7,7.12
DEL-17810,Partner-D,Electrónica,Moto,Estándar,Norte,Soleado,25.6,9.3,3.2,3.6,No,Completada,4.8,19.01
DEL-17811,Partner-D,Alimentos,Moto,Estándar,Occidente,Soleado,72.1,0.3,11.7,9.4,Yes,Retrasada,3.1,24.56
DEL-17812,Partner-B,Electrónica,Camión,Estándar,Norte,Soleado,50.4,6.0,6.1,6.6,No,Completada,3.9,28.91
DEL-17813,Partner-E,Electrónica,Bicicleta,Express,Norte,Soleado,60.1,1.3,5.5,5.4,No,Completada,4.8,20.84
DEL-17814,Partner-D,Alimentos,Camión,Estándar,Occidente,Soleado,56.6,10.3,9.6,7.5,Yes,Retrasada,3.0,39.31
DEL-17815,Partner-C,Ropa,Bicicleta,Estándar,Occidente,Soleado,9.3,2.7,2.0,2.2,No,Completada,4.1,5.07
DEL-17816,Partner-B,Ropa,Urbano,Express,Sur,Lluvioso,58.1,5.4,7.9,5.1,Yes,Retrasada,3.1,32.98
DEL-17817,Partner-A,Electrónica,Camión,Express,Norte,Lluvioso,15.1,3.9,2.4,1.9,Yes,Completada,3.1,14.75
DEL-17818,Partner-E,Ropa,Moto,Estándar,Sur,Nublado,26.5,5.4,5.0,3.9,Yes,Retrasada,1.1,12.64
DEL-17819,Partner-A,Documentos,Bicicleta,Express,Sur,Lluvioso,27.5,3.7,3.5,2.6,Yes,Retrasada,3.3,14.85
DEL-17820,Partner-C,Alimentos,Moto,Express,Centro,Nublado,53.9,8.7,5.0,5.0,No,Completada,4.1,29.79
DEL-17821,Partner-A,Ropa,Camión,Estándar,Sur,Nublado,32.0,17.8,4.9,4.7,No,Completada,4.5,34.87
DEL-17822,Partner-C,Electrónica,Camión,Express,Sur,Lluvioso,63.4,2.6,8.5,5.5,Yes,Completada,1.1,41.65
DEL-17823,Partner-E,Ropa,Urbano,Estándar,Centro,Soleado,27.2,14.8,3.5,4.0,No,Completada,5.0,21.98
DEL-17824,Partner-A,Ropa,Moto,Estándar,Occidente,Soleado,1.9,13.1,0.8,0.9,No,Completada,3.6,12.47
DEL-17825,Partner-A,Electrónica,Moto,Estándar,Sur,Nublado,43.2,2.3,5.4,5.7,No,Completada,3.5,15.35
DEL-17826,Partner-D,Alimentos,Urbano,Estándar,Centro,Soleado,30.6,15.5,5.6,4.5,Yes,Retrasada,3.4,23.21
DEL-17827,Partner-C,Alimentos,Camión,Express,Norte,Soleado,64.1,2.5,6.7,5.6,Yes,Retrasada,2.6,40.5
DEL-17828,Partner-B,Ropa,Moto,Express,Centro,Lluvioso,55.1,1.5,7.8,5.0,Yes,Retrasada,1.5,21.99
DEL-17829,Partner-C,Alimentos,Urbano,Express,Occidente,Soleado,6.5,2.1,1.5,1.3,Yes,Retrasada,2.1,7.39
DEL-17830,Partner-A,Electrónica,Camión,Express,Norte,Lluvioso,57.7,5.5,6.5,5.4,Yes,Completada,2.9,40.66
DEL-17831,Partner-C,Electrónica,Urbano,Estándar,Norte,Soleado,8.0,16.6,1.9,2.0,No,Completada,4.0,19.28
DEL-17832,Partner-A,Documentos,Camión,Estándar,Norte,Soleado,52.5,14.9,8.7,7.4,Yes,Retrasada,1.6,45.34
DEL-17833,Partner-E,Documentos,Bicicleta,Estándar,Norte,Soleado,71.9,19.5,7.6,9.4,No,Completada,3.9,28.82
DEL-17834,Partner-C,Electrónica,Urbano,Estándar,Occidente,Soleado,39.2,10.0,6.8,5.5,Yes,Retrasada,2.5,19.69
DEL-17835,Partner-E,Electrónica,Camión,Express,Occidente,Nublado,27.1,19.0,4.3,3.0,Yes,Retrasada,2.8,46.96
DEL-17836,Partner-D,Alimentos,Bicicleta,Express,Sur,Soleado,27.4,11.8,2.1,2.6,No,Completada,4.2,19.66
DEL-17837,Partner-D,Electrónica,Moto,Express,Sur,Soleado,70.5,18.3,6.1,6.3,No,Completada,4.7,50.97
DEL-17838,Partner-D,Electrónica,Bicicleta,Express,Centro,Nublado,35.4,1.7,3.5,3.6,No,Completada,4.1,13.94
DEL-17839,Partner-E,Alimentos,Bicicleta,Express,Centro,Soleado,25.9,7.7,2.7,2.6,No,Completada,3.7,13.86
DEL-17840,Partner-C,Documentos,Camión,Estándar,Norte,Nublado,27.8,19.4,5.1,3.9,Yes,Completada,3.5,37.22
DEL-17841,Partner-C,Alimentos,Moto,Express,Norte,Soleado,71.8,0.4,7.6,6.1,Yes,Retrasada,1.9,31.24
DEL-17842,Partner-C,Electrónica,Bicicleta,Express,Occidente,Lluvioso,51.8,14.2,7.1,4.8,Yes,Retrasada,1.1,28.6
DEL-17843,Partner-C,Electrónica,Camión,Express,Sur,Nublado,1.8,4.0,1.2,0.9,Yes,Completada,1.7,11.01
DEL-17844,Partner-E,Electrónica,Urbano,Estándar,Sur,Lluvioso,5.7,5.1,1.8,1.5,Yes,Retrasada,1.6,5.51
DEL-17845,Partner-B,Ropa,Moto,Express,Centro,Lluvioso,45.1,11.1,5.0,4.3,Yes,Retrasada,2.3,30.39
DEL-17846,Partner-C,Electrónica,Camión,Estándar,Occidente,Nublado,64.4,14.2,10.0,8.7,Yes,Retrasada,2.3,50.91
DEL-17847,Partner-C,Alimentos,Bicicleta,Express,Norte,Lluvioso,18.9,10.5,2.5,1.9,Yes,Retrasada,1.4,15.51
DEL-17848,Partner-D,Alimentos,Bicicleta,Estándar,Centro,Nublado,46.5,4.0,6.8,6.1,Yes,Retrasada,2.3,13.32
DEL-17849,Partner-A,Documentos,Camión,Estándar,Norte,Nublado,57.6,16.6,11.3,8.1,Yes,Retrasada,2.8,47.4
DEL-17850,Partner-C,Electrónica,Bicicleta,Estándar,Sur,Soleado,65.5,13.8,9.6,8.9,Yes,Completada,3.2,25.65
DEL-17851,Partner-B,Alimentos,Moto,Express,Occidente,Soleado,62.2,1.3,5.4,5.7,No,Completada,4.9,23.85
DEL-17852,Partner-D,Electrónica,Camión,Estándar,Centro,Nublado,22.4,16.8,4.4,3.4,Yes,Retrasada,1.5,31.15
DEL-17853,Partner-E,Documentos,Camión,Express,Centro,Nublado,73.4,17.6,7.4,6.5,Yes,Retrasada,3.2,72.42
DEL-17854,Partner-A,Documentos,Urbano,Express,Sur,Soleado,7.3,3.4,1.2,1.0,Yes,Retrasada,3.1,8.28
DEL-17855,Partner-C,Documentos,Bicicleta,Express,Centro,Lluvioso,15.4,9.5,2.2,1.8,Yes,Retrasada,2.7,14.67
DEL-17856,Partner-C,Ropa,Bicicleta,Estándar,Occidente,Lluvioso,4.9,16.6,1.7,1.8,No,Completada,3.8,11.42
DEL-17857,Partner-C,Documentos,Urbano,Estándar,Centro,Nublado,55.4,16.0,6.9,7.4,No,Completada,4.5,29.97
DEL-17858,Partner-E,Ropa,Moto,Estándar,Occidente,Soleado,70.6,13.4,9.3,9.2,No,Completada,3.8,33.74
DEL-17859,Partner-D,Ropa,Bicicleta,Estándar,Norte,Lluvioso,66.1,9.2,9.0,8.8,No,Completada,4.5,17.56
DEL-17860,Partner-B,Alimentos,Camión,Express,Sur,Nublado,69.1,18.3,6.3,6.0,No,Completada,4.5,71.49
DEL-17861,Partner-A,Alimentos,Urbano,Estándar,Occidente,Lluvioso,59.9,14.8,11.6,7.9,Yes,Completada,1.3,28.12
DEL-17862,Partner-D,Electrónica,Camión,Estándar,Sur,Lluvioso,54.5,11.5,10.2,7.4,Yes,Retrasada,2.2,41.24
DEL-17863,Partner-A,Ropa,Camión,Express,Centro,Soleado,34.6,15.5,4.6,3.5,Yes,Retrasada,2.0,46.58
DEL-17864,Partner-B,Ropa,Urbano,Express,Occidente,Lluvioso,26.6,10.3,3.2,2.6,Yes,Retrasada,1.4,21.99
DEL-17865,Partner-B,Electrónica,Camión,Express,Centro,Nublado,60.7,18.5,7.5,5.3,Yes,Completada,2.0,69.16
DEL-17866,Partner-E,Alimentos,Moto,Estándar,Occidente,Nublado,71.8,6.8,10.7,9.3,Yes,Retrasada,2.6,25.99
DEL-17867,Partner-E,Alimentos,Moto,Express,Norte,Nublado,40.4,6.3,4.6,3.8,Yes,Retrasada,1.1,27.05
DEL-17868,Partner-D,Documentos,Urbano,Express,Centro,Lluvioso,54.0,13.3,6.1,4.8,Yes,Retrasada,1.6,35.03
DEL-17869,Partner-D,Alimentos,Bicicleta,Estándar,Centro,Nublado,5.6,18.1,1.6,1.3,Yes,Retrasada,3.4,13.22
DEL-17870,Partner-C,Documentos,Bicicleta,Estándar,Centro,Nublado,66.5,19.5,9.2,8.8,No,Completada,4.6,28.67
DEL-17871,Partner-E,Electrónica,Camión,Estándar,Occidente,Soleado,26.3,5.1,3.6,3.9,No,Completada,3.5,21.64
DEL-17872,Partner-D,Electrónica,Camión,Estándar,Sur,Nublado,3.4,16.3,1.7,1.6,Yes,Retrasada,1.2,25.85
DEL-17873,Partner-A,Electrónica,Urbano,Express,Centro,Soleado,42.0,19.3,3.3,3.7,No,Completada,4.1,35.58
DEL-17874,Partner-B,Documentos,Moto,Estándar,Norte,Lluvioso,52.4,7.6,10.9,6.9,Yes,Completada,2.5,23.38
DEL-17875,Partner-E,Alimentos,Bicicleta,Estándar,Centro,Lluvioso,6.8,6.6,1.8,1.4,Yes,Completada,2.3,6.33
DEL-17876,Partner-E,Alimentos,Bicicleta,Express,Centro,Nublado,64.6,17.0,6.1,5.8,Yes,Retrasada,3.1,34.85
DEL-17877,Partner-C,Documentos,Moto,Estándar,Centro,Soleado,56.0,4.7,8.1,7.3,Yes,Retrasada,1.5,19.76
DEL-17878,Partner-E,Electrónica,Urbano,Estándar,Occidente,Soleado,27.0,17.0,3.8,3.8,No,Completada,3.8,23.04
DEL-17879,Partner-E,Ropa,Camión,Estándar,Centro,Nublado,8.8,14.3,2.6,1.9,Yes,Retrasada,1.7,23.54
DEL-17880,Partner-B,Alimentos,Bicicleta,Estándar,Sur,Lluvioso,48.7,4.0,7.6,6.9,Yes,Retrasada,2.4,15.42
DEL-17881,Partner-D,Documentos,Bicicleta,Estándar,Sur,Soleado,59.9,14.8,7.6,8.1,No,Completada,4.1,24.07
DEL-17882,Partner-C,Alimentos,Camión,Estándar,Sur,Lluvioso,21.3,14.4,5.0,3.6,Yes,Retrasada,1.8,29.33
DEL-17883,Partner-D,Alimentos,Camión,Estándar,Norte,Nublado,49.5,10.9,9.7,6.9,Yes,Retrasada,1.8,34.69
DEL-17884,Partner-C,Alimentos,Camión,Express,Sur,Lluvioso,12.1,15.2,2.4,1.5,Yes,Completada,3.3,35.2
DEL-17885,Partner-E,Ropa,Bicicleta,Estándar,Norte,Soleado,69.2,13.3,7.8,9.3,No,Completada,3.7,23.49
DEL-17886,Partner-E,Documentos,Moto,Estándar,Norte,Nublado,15.3,15.5,2.7,2.7,No,Completada,4.7,18.87
DEL-17887,Partner-C,Electrónica,Camión,Estándar,Norte,Lluvioso,29.0,6.3,5.6,4.6,Yes,Completada,1.6,22.37
DEL-17888,Partner-E,Alimentos,Camión,Express,Occidente,Nublado,53.1,9.3,6.3,4.8,Yes,Retrasada,3.1,49.94
DEL-17889,Partner-B,Alimentos,Bicicleta,Express,Sur,Soleado,36.8,4.9,3.2,3.5,No,Completada,4.7,12.07
DEL-17890,Partner-A,Ropa,Moto,Express,Occidente,Nublado,32.4,17.0,3.1,3.3,No,Completada,4.4,31.39
DEL-17891,Partner-A,Alimentos,Bicicleta,Estándar,Centro,Lluvioso,14.4,14.9,3.6,2.8,Yes,Retrasada,3.0,16.27
DEL-17892,Partner-A,Alimentos,Moto,Express,Norte,Lluvioso,46.9,9.0,5.1,4.5,Yes,Retrasada,1.7,31.64
DEL-17893,Partner-A,Documentos,Urbano,Express,Occidente,Lluvioso,48.5,16.6,6.5,4.6,Yes,Retrasada,1.9,37.31
DEL-17894,Partner-C,Documentos,Urbano,Express,Occidente,Lluvioso,33.3,11.8,4.0,3.0,Yes,Completada,2.6,23.7
DEL-17895,Partner-D,Alimentos,Bicicleta,Express,Centro,Soleado,5.0,15.0,0.7,0.8,No,Completada,3.7,14.76
DEL-17896,Partner-B,Documentos,Camión,Estándar,Occidente,Lluvioso,11.4,5.7,3.6,2.5,Yes,Retrasada,2.6,10.91
DEL-17897,Partner-E,Electrónica,Urbano,Estándar,Sur,Lluvioso,4.9,18.3,1.9,1.3,Yes,Retrasada,2.7,20.64
DEL-17898,Partner-B,Ropa,Camión,Express,Norte,Lluvioso,15.4,12.5,2.6,2.0,Yes,Completada,1.9,26.77
DEL-17899,Partner-D,Electrónica,Urbano,Estándar,Occidente,Lluvioso,74.6,12.8,10.2,9.9,No,Completada,4.8,36.76
DEL-17900,Partner-B,Alimentos,Moto,Express,Occidente,Lluvioso,39.0,0.7,6.2,3.7,Yes,Completada,1.7,18.29
DEL-17901,Partner-A,Documentos,Urbano,Express,Sur,Nublado,22.4,12.1,2.8,2.4,Yes,Retrasada,2.5,20.94
DEL-17902,Partner-D,Alimentos,Camión,Estándar,Occidente,Lluvioso,23.4,13.9,4.1,3.4,Yes,Retrasada,2.8,26.17
DEL-17903,Partner-B,Alimentos,Bicicleta,Express,Occidente,Soleado,12.9,9.6,1.2,1.5,No,Completada,4.6,8.77
DEL-17904,Partner-D,Electrónica,Urbano,Estándar,Occidente,Soleado,16.2,0.5,2.9,2.5,Yes,Retrasada,1.8,9.24
DEL-17905,Partner-E,Documentos,Urbano,Express,Norte,Lluvioso,59.4,14.3,6.7,5.4,Yes,Retrasada,2.6,41.73
DEL-17906,Partner-C,Electrónica,Camión,Estándar,Centro,Lluvioso,24.5,13.6,5.8,3.7,Yes,Retrasada,2.1,26.09
DEL-17907,Partner-D,Alimentos,Bicicleta,Estándar,Occidente,Soleado,59.3,16.3,7.9,7.7,No,Completada,4.8,21.12
DEL-17908,Partner-C,Alimentos,Moto,Estándar,Centro,Nublado,3.6,14.6,1.3,1.4,No,Completada,3.9,11.96
DEL-17909,Partner-B,Ropa,Moto,Express,Centro,Soleado,71.6,15.7,6.3,6.1,No,Completada,4.8,48.55
DEL-17910,Partner-A,Electrónica,Moto,Express,Norte,Lluvioso,14.9,16.2,2.5,1.9,Yes,Completada,1.1,26.47
DEL-17911,Partner-B,Ropa,Bicicleta,Estándar,Sur,Soleado,48.1,11.6,6.9,6.3,Yes,Retrasada,3.2,16.91
DEL-17912,Partner-E,Documentos,Camión,Estándar,Occidente,Nublado,59.2,10.8,8.9,8.2,Yes,Retrasada,2.6,44.38
DEL-17913,Partner-A,Ropa,Urbano,Estándar,Norte,Soleado,21.6,12.0,3.4,3.5,No,Completada,3.6,16.97
DEL-17914,Partner-A,Electrónica,Moto,Estándar,Centro,Nublado,73.7,9.3,13.0,9.9,Yes,Retrasada,2.3,32.22
DEL-17915,Partner-E,Ropa,Camión,Express,Sur,Nublado,49.1,4.4,5.9,4.6,Yes,Completada,1.6,36.67
DEL-17916,Partner-D,Alimentos,Moto,Express,Norte,Soleado,43.5,10.1,4.4,4.2,No,Completada,3.6,31.21
DEL-17917,Partner-A,Ropa,Moto,Express,Occidente,Nublado,55.0,8.2,5.3,4.8,Yes,Completada,3.2,33.13
DEL-17918,Partner-E,Documentos,Camión,Express,Norte,Soleado,1.7,8.3,1.1,0.8,Yes,Retrasada,2.0,12.35
DEL-17919,Partner-D,Electrónica,Camión,Estándar,Centro,Lluvioso,71.5,17.8,13.1,9.3,Yes,Completada,2.0,53.66
DEL-17920,Partner-C,Electrónica,Moto,Express,Centro,Lluvioso,23.0,2.0,4.4,2.6,Yes,Retrasada,3.2,12.93
DEL-17921,Partner-A,Ropa,Urbano,Estándar,Sur,Soleado,14.2,4.7,2.8,2.4,Yes,Retrasada,1.9,6.05
DEL-17922,Partner-B,Electrónica,Bicicleta,Estándar,Centro,Lluvioso,40.0,0.4,8.4,5.4,Yes,Retrasada,2.5,6.94
DEL-17923,Partner-A,Documentos,Bicicleta,Estándar,Norte,Nublado,9.1,5.5,2.3,2.1,Yes,Retrasada,1.6,5.0
DEL-17924,Partner-C,Ropa,Camión,Express,Sur,Soleado,40.0,11.8,4.8,3.8,Yes,Completada,2.6,41.54
DEL-17925,Partner-D,Alimentos,Moto,Express,Norte,Nublado,52.2,17.5,5.6,4.9,Yes,Retrasada,1.7,42.75
DEL-17926,Partner-E,Documentos,Bicicleta,Express,Occidente,Soleado,65.9,13.2,6.7,5.9,Yes,Retrasada,2.6,31.87
DEL-17927,Partner-D,Ropa,Camión,Estándar,Centro,Nublado,57.4,14.4,7.7,7.9,No,Completada,4.0,47.93
DEL-17928,Partner-E,Ropa,Bicicleta,Express,Occidente,Soleado,34.5,1.7,3.1,3.4,No,Completada,4.6,9.18
DEL-17929,Partner-B,Alimentos,Urbano,Express,Centro,Nublado,37.6,8.5,4.7,3.5,Yes,Completada,1.4,26.8
DEL-17930,Partner-B,Alimentos,Moto,Estándar,Centro,Lluvioso,30.8,1.0,5.7,4.4,Yes,Retrasada,2.9,11.41
DEL-17931,Partner-E,Alimentos,Urbano,Estándar,Sur,Soleado,11.7,4.7,2.4,2.6,No,Completada,4.0,5.63
DEL-17932,Partner-A,Documentos,Bicicleta,Express,Occidente,Nublado,52.0,17.6,4.7,4.6,No,Completada,3.6,29.75
DEL-17933,Partner-C,Documentos,Camión,Express,Sur,Lluvioso,66.5,5.0,8.9,5.9,Yes,Retrasada,1.9,45.17
DEL-17934,Partner-D,Ropa,Camión,Express,Centro,Lluvioso,24.5,16.2,3.5,2.4,Yes,Completada,1.7,38.43
DEL-17935,Partner-B,Electrónica,Bicicleta,Express,Sur,Lluvioso,20.7,7.5,2.4,2.2,Yes,Retrasada,2.0,13.47
DEL-17936,Partner-D,Ropa,Moto,Estándar,Sur,Soleado,21.6,19.1,4.0,3.4,Yes,Retrasada,1.7,26.39
DEL-17937,Partner-D,Electrónica,Urbano,Express,Centro,Lluvioso,28.8,11.6,3.9,2.8,Yes,Retrasada,2.5,25.73
DEL-17938,Partner-E,Documentos,Bicicleta,Express,Centro,Soleado,11.0,17.1,1.3,1.4,No,Completada,4.0,14.61
DEL-17939,Partner-A,Alimentos,Camión,Estándar,Occidente,Lluvioso,23.5,18.9,5.7,3.9,Yes,Retrasada,2.2,37.81
DEL-17940,Partner-C,Ropa,Camión,Express,Sur,Lluvioso,52.3,15.2,7.4,4.5,Yes,Completada,2.7,55.33
DEL-17941,Partner-D,Alimentos,Bicicleta,Express,Centro,Nublado,43.9,5.8,4.0,4.0,No,Completada,3.6,14.48
DEL-17942,Partner-A,Documentos,Camión,Estándar,Occidente,Nublado,9.2,7.5,2.5,2.2,Yes,Retrasada,2.3,18.01
DEL-17943,Partner-B,Alimentos,Bicicleta,Express,Norte,Soleado,56.7,17.7,6.4,5.2,Yes,Completada,3.2,27.31
DEL-17944,Partner-C,Alimentos,Camión,Estándar,Occidente,Nublado,11.4,10.2,3.7,2.5,Yes,Retrasada,2.7,18.64
DEL-17945,Partner-D,Electrónica,Bicicleta,Express,Sur,Soleado,15.0,5.1,1.8,1.5,Yes,Retrasada,1.3,6.22
DEL-17946,Partner-E,Ropa,Moto,Express,Occidente,Lluvioso,32.2,13.0,5.2,3.3,Yes,Retrasada,1.8,26.49
DEL-17947,Partner-D,Ropa,Urbano,Estándar,Occidente,Lluvioso,2.4,7.4,1.2,0.9,Yes,Retrasada,3.1,6.55
DEL-17948,Partner-C,Ropa,Camión,Estándar,Norte,Soleado,5.3,7.1,2.1,1.6,Yes,Retrasada,2.0,9.67
DEL-17949,Partner-B,Alimentos,Bicicleta,Estándar,Centro,Lluvioso,28.0,6.9,5.0,4.1,Yes,Completada,2.0,8.13
DEL-17950,Partner-E,Electrónica,Bicicleta,Express,Norte,Lluvioso,33.4,7.7,3.5,3.5,No,Completada,4.9,13.35
DEL-17951,Partner-C,Electrónica,Camión,Estándar,Norte,Soleado,16.1,13.4,3.1,3.0,No,Completada,4.4,26.32
DEL-17952,Partner-D,Alimentos,Bicicleta,Express,Occidente,Lluvioso,45.7,0.7,3.5,4.3,No,Completada,4.2,16.74
DEL-17953,Partner-C,Alimentos,Bicicleta,Express,Centro,Lluvioso,65.8,1.3,6.4,6.0,Yes,Retrasada,2.7,16.94
DEL-17954,Partner-B,Documentos,Bicicleta,Express,Sur,Soleado,11.9,6.3,1.5,1.5,No,Completada,3.6,12.36
DEL-17955,Partner-C,Ropa,Camión,Estándar,Norte,Lluvioso,10.5,2.1,2.9,1.9,Yes,Retrasada,2.3,11.2
DEL-17956,Partner-D,Ropa,Moto,Estándar,Norte,Nublado,70.9,18.8,12.0,9.1,Yes,Retrasada,1.3,40.35
DEL-17957,Partner-A,Documentos,Urbano,Express,Norte,Soleado,40.2,15.0,3.6,3.6,No,Completada,3.7,29.64
