Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,Human Resources,9,2,3,Male,2,1,3,7250,6,No,14,3,3,1,28,3,3,0,0,0,0,No
52,Sales,15,5,3,Male,3,2,3,12500,4,No,12,3,4,3,38,1,4,20,15,4,15,No
20,Sales,26,1,3,Male,3,2,2,8420,1,No,12,3,3,1,10,3,3,0,0,0,0,No
49,Research & Development,1,3,4,Female,3,5,3,17360,3,Yes,11,3,4,0,7,0,2,11,3,2,0,No
20,Sales,1,3,3,Female,3,4,2,12410,2,Yes,25,2,2,0,5,2,4,0,0,0,0,Yes
23,Sales,19,3,1,Male,3,3,4,9840,4,Yes,24,3,4,1,6,0,2,0,0,0,0,Yes
35,Research & Development,11,5,3,Male,2,1,3,1000,3,No,12,3,3,0,0,5,3,11,4,1,11,No
32,Human Resources,10,1,3,Male,3,4,4,16650,1,No,13,2,3,0,35,4,3,8,3,4,8,No
42,Research & Development,20,3,1,Male,3,3,4,17110,4,No,18,4,3,1,39,1,1,18,13,5,11,No
42,Research & Development,1,3,2,Male,2,2,3,10610,10,No,16,4,3,1,11,2,3,2,2,0,2,No
50,Sales,11,5,1,Male,2,1,3,7760,3,No,13,3,1,1,35,1,2,25,4,13,8,No
48,Research & Development,11,3,1,Male,3,5,4,19420,5,No,11,4,1,1,18,2,4,1,1,1,0,No
18,Sales,23,3,4,Male,3,1,3,4400,2,Yes,25,2,2,2,17,4,3,0,0,0,0,No
35,Sales,1,1,3,Female,4,2,1,11290,1,No,11,2,4,0,34,5,4,11,0,7,1,No
21,Research & Development,3,2,2,Male,2,2,4,3060,10,No,11,3,3,2,2,3,3,3,0,1,1,Yes
45,Sales,19,2,1,Female,2,3,4,10760,0,No,20,3,3,0,18,2,3,25,18,14,13,No
56,Sales,9,2,3,Male,4,1,3,8650,5,No,11,4,2,0,34,1,4,4,0,2,2,No
57,Research & Development,13,2,2,Male,2,5,3,17170,5,No,22,3,4,0,9,2,2,17,17,13,1,No
34,Human Resources,29,2,3,Male,3,1,4,4350,2,No,22,4,4,0,8,3,3,1,1,1,1,No
57,Sales,11,3,2,Male,2,1,4,9820,4,No,12,3,4,0,31,3,3,1,0,0,0,No
56,Sales,22,1,2,Male,4,3,1,12150,5,Yes,25,2,3,0,14,2,4,17,2,5,0,Yes
46,Sales,29,2,4,Male,4,1,1,6060,2,No,21,4,1,0,13,4,4,28,11,8,14,No
49,Sales,4,4,3,Female,3,3,4,8870,5,No,14,3,1,0,4,0,4,18,6,9,0,No
18,Research & Development,9,2,4,Female,3,2,3,7190,5,Yes,16,3,3,3,14,7,3,0,0,0,0,No
27,Research & Development,2,3,1,Male,4,3,3,8560,4,No,23,3,4,2,3,1,3,7,7,4,0,No
48,Sales,17,2,3,Female,4,3,3,9270,2,No,11,4,3,0,0,2,3,24,5,10,10,No
31,Sales,13,2,1,Male,2,2,2,9790,4,No,22,3,3,2,14,4,3,13,1,1,0,No
59,Research & Development,29,4,4,Male,2,3,4,13690,3,No,25,3,1,3,7,1,3,14,12,2,9,No
47,Human Resources,11,4,4,Male,4,2,4,8100,7,Yes,23,3,3,1,10,2,3,26,7,13,21,No
27,Research & Development,15,3,3,Male,3,2,1,4610,4,Yes,14,3,1,0,10,2,4,0,0,0,0,Yes
28,Research & Development,3,3,4,Female,3,4,3,14540,5,No,22,3,4,1,13,3,3,8,1,5,7,No
24,Sales,13,3,1,Male,4,2,2,8300,3,No,15,3,2,1,24,3,2,4,3,1,4,No
50,Research & Development,5,2,4,Male,2,3,3,13330,3,No,22,3,2,2,9,1,2,17,15,8,6,No
51,Research & Development,24,2,3,Female,3,3,1,9930,0,Yes,22,3,1,0,13,6,3,9,3,2,2,No
24,Research & Development,8,3,2,Female,3,2,2,6090,7,No,16,3,1,3,3,2,4,1,1,1,1,No
57,Research & Development,18,2,4,Female,3,5,1,20000,5,No,23,4,1,0,38,0,4,37,33,6,7,No
35,Research & Development,3,3,2,Male,2,4,4,16850,2,Yes,11,2,3,3,26,4,4,14,12,14,14,No
27,Research & Development,3,3,4,Male,2,3,3,10390,6,No,11,2,4,0,12,3,3,3,1,3,2,No
28,Sales,13,2,4,Male,2,1,2,7310,2,Yes,25,3,2,2,20,2,2,10,8,8,10,No
49,Research & Development,20,5,3,Female,4,1,2,6730,2,No,13,2,3,2,16,2,3,15,4,9,14,No
33,Sales,9,5,4,Male,3,1,3,4300,2,No,15,3,1,3,17,2,3,12,11,9,10,No
43,Research & Development,19,4,3,Female,3,5,4,17590,2,Yes,17,4,3,1,17,2,4,19,16,12,2,Yes
41,Sales,1,3,4,Male,4,5,4,20000,2,Yes,13,3,4,1,20,4,3,12,6,4,7,No
18,Human Resources,15,4,2,Male,3,3,1,11680,1,Yes,17,3,1,2,16,3,3,0,0,0,0,Yes
21,Sales,15,3,2,Female,2,5,3,16500,0,No,16,3,2,3,22,5,2,0,0,0,0,No
53,Research & Development,9,2,2,Female,3,3,1,11630,7,No,22,3,2,2,31,0,3,10,10,10,0,No
32,Research & Development,29,3,3,Male,3,2,1,9070,3,Yes,25,4,3,0,22,4,4,14,8,1,0,No
51,Sales,22,5,1,Female,3,3,3,15700,0,Yes,18,3,4,0,27,0,3,7,3,6,1,No
57,Sales,12,3,2,Female,2,3,3,12550,1,No,13,3,4,0,23,5,3,13,3,2,2,No
46,Research & Development,8,3,2,Male,3,1,2,3280,3,No,18,4,4,2,14,1,3,2,2,1,0,No
50,Research & Development,6,3,3,Female,3,4,4,16870,1,Yes,19,1,2,0,22,3,4,14,14,8,10,No
23,Sales,28,3,4,Female,4,3,3,9480,1,No,25,3,3,0,9,2,4,1,0,0,0,No
34,Research & Development,5,2,4,Female,3,3,3,11900,5,No,11,3,4,1,24,1,4,10,3,5,10,No
58,Sales,26,4,4,Male,4,1,1,7090,2,No,11,3,4,0,20,2,3,19,3,10,4,No
21,Sales,17,4,3,Male,4,2,2,11070,0,No,12,3,1,0,36,1,2,0,0,0,0,No
22,Research & Development,3,3,4,Male,3,1,4,8650,0,No,23,3,2,0,35,3,4,0,0,0,0,No
28,Research & Development,22,1,3,Female,2,3,1,14190,2,No,20,3,4,1,39,2,3,10,7,6,0,No
22,Research & Development,6,3,4,Male,3,5,1,20000,3,No,24,3,3,0,36,5,3,3,3,2,1,No
37,Research & Development,7,2,1,Female,3,1,4,2280,4,No,23,3,2,0,2,1,3,11,0,5,7,No
54,Human Resources,21,3,4,Male,3,1,2,8170,4,No,24,3,3,1,25,2,3,28,9,2,13,No
34,Human Resources,28,2,1,Male,3,1,1,9820,4,No,17,3,3,0,29,2,2,11,2,9,11,No
41,Sales,19,3,1,Male,2,2,2,8750,4,No,25,3,1,0,18,5,3,17,10,12,11,No
34,Human Resources,28,5,4,Female,3,2,1,12940,7,No,14,3,4,1,38,2,4,8,4,7,4,No
44,Sales,9,1,4,Female,3,1,2,6490,4,No,14,2,3,2,13,6,3,17,16,8,3,No
46,Research & Development,5,1,2,Female,3,2,2,11650,6,No,14,3,3,1,21,3,3,27,24,4,1,Yes
54,Sales,14,4,2,Male,3,1,1,4000,0,No,16,4,1,2,13,3,3,25,11,12,6,No
53,Human Resources,14,5,1,Male,2,1,3,3150,3,Yes,25,3,3,0,4,2,3,23,1,6,9,Yes
28,Research & Development,22,4,1,Male,3,2,2,7530,1,Yes,11,3,3,2,26,3,3,10,6,8,0,No
27,Sales,19,4,2,Male,2,4,3,13320,4,No,19,3,2,1,12,7,3,5,0,1,1,No
21,Research & Development,6,2,3,Female,3,2,2,9320,2,No,13,4,2,0,33,7,3,1,0,0,0,No
18,Sales,8,1,2,Male,3,3,1,14420,7,No,14,3,4,1,27,1,3,0,0,0,0,No
35,Sales,21,3,1,Female,2,1,3,3500,5,No,23,3,1,0,8,0,3,14,1,12,9,No
28,Sales,6,3,1,Male,3,2,4,2120,2,No,17,3,3,2,6,4,3,10,7,5,4,No
56,Research & Development,28,2,2,Male,3,1,4,2910,3,No,17,3,2,1,4,1,3,2,2,2,1,No
27,Human Resources,8,3,3,Male,3,1,1,3730,1,Yes,18,2,3,3,2,2,3,8,6,0,1,No
49,Human Resources,10,3,4,Female,3,2,3,7260,4,Yes,14,3,3,2,7,3,2,9,7,6,4,Yes
36,Sales,5,2,2,Male,3,4,3,19310,4,No,25,3,2,2,34,4,3,9,4,4,7,No
50,Sales,27,3,3,Male,3,2,1,8190,1,No,15,3,3,1,22,1,4,20,6,14,15,No
31,Research & Development,6,5,3,Male,2,1,4,5010,3,No,11,2,2,0,26,1,3,8,1,2,2,No
28,Research & Development,5,3,1,Male,4,5,2,17030,0,No,24,3,3,1,14,2,3,2,2,1,0,No
45,Sales,13,1,3,Female,1,3,2,8440,1,No,24,3,3,3,2,2,3,27,7,5,2,No
27,Sales,4,5,2,Male,3,2,4,9470,0,No,23,2,3,1,31,7,3,0,0,0,0,No
42,Research & Development,10,5,4,Female,3,1,2,4270,4,No,17,4,3,1,15,4,3,24,23,12,20,No
37,Human Resources,25,4,3,Female,2,3,1,9420,1,No,19,3,2,0,1,2,2,9,2,9,4,Yes
50,Research & Development,29,3,4,Female,2,4,2,20000,6,No,11,3,4,0,33,1,2,12,1,11,8,Yes
45,Human Resources,14,1,3,Male,1,1,4,2210,5,No,25,3,3,3,0,2,1,25,5,8,7,No
53,Human Resources,23,2,3,Female,2,3,3,12970,0,No,20,3,3,2,27,5,4,11,8,3,8,No
31,Research & Development,7,4,3,Female,3,3,4,13580,9,No,14,3,4,0,29,1,3,4,0,0,0,No
56,Human Resources,5,1,3,Male,4,2,1,8010,5,No,17,2,3,2,1,2,4,31,24,3,2,No
55,Research & Development,6,1,4,Male,2,3,2,13690,5,No,24,3,3,1,29,5,3,22,18,13,18,No
49,Sales,6,4,1,Female,3,3,2,12080,5,No,20,3,4,1,22,3,2,20,14,6,9,No
28,Research & Development,11,2,3,Female,3,1,2,5290,2,Yes,23,3,1,0,30,1,3,6,4,2,0,No
53,Research & Development,26,3,2,Female,2,2,3,11520,4,No,18,2,3,2,32,4,2,29,7,9,26,No
31,Research & Development,13,4,3,Male,4,2,3,8590,0,No,13,1,3,2,32,4,4,5,1,0,0,No
53,Research & Development,20,5,1,Male,2,4,2,15200,0,Yes,24,3,3,1,2,2,3,34,15,15,16,No
53,Human Resources,12,3,4,Male,4,2,2,11730,0,Yes,25,2,2,0,25,1,4,22,20,6,0,No
54,Research & Development,7,4,4,Female,4,2,2,10840,0,No,23,4,4,2,33,3,3,2,0,0,2,No
25,Sales,2,2,4,Male,4,1,3,6580,0,No,23,3,4,1,25,4,3,4,0,3,1,No
45,Research & Development,28,3,2,Male,2,5,1,19980,4,No,19,3,3,2,28,4,3,9,7,6,4,No
41,Research & Development,20,2,3,Male,4,4,3,16760,2,No,17,2,2,0,22,2,2,19,1,0,7,No
48,Human Resources,8,5,3,Female,3,1,3,6490,3,No,13,3,2,0,20,3,2,18,9,5,11,No
43,Sales,4,5,2,Male,2,1,2,8360,0,No,23,2,2,0,28,3,3,7,5,3,5,No
36,Research & Development,4,4,4,Male,3,3,4,12530,3,Yes,17,3,3,0,14,3,3,7,3,1,3,Yes
30,Research & Development,8,4,3,Female,2,5,3,15320,3,No,24,3,3,0,11,3,3,0,0,0,0,No
25,Sales,15,3,3,Female,2,2,2,8290,6,No,12,2,3,3,22,2,3,4,2,3,3,No
42,Research & Development,6,3,2,Female,4,1,4,6700,1,No,12,3,3,2,16,6,3,19,18,0,1,No
19,Sales,18,5,4,Female,3,1,1,6150,4,No,13,3,2,2,24,2,4,1,1,1,1,No
49,Human Resources,11,3,3,Female,2,2,1,11690,4,Yes,19,2,3,1,34,3,4,4,1,2,4,No
47,Human Resources,1,5,4,Male,4,2,2,9520,0,Yes,22,4,3,2,10,3,3,16,3,2,5,Yes
51,Sales,17,2,3,Male,3,3,3,10750,10,No,20,2,4,0,0,4,1,10,1,7,7,No
45,Research & Development,19,2,4,Male,3,3,3,13100,3,Yes,12,3,4,0,20,1,3,0,0,0,0,No
23,Research & Development,1,2,4,Male,3,2,1,10860,7,No,11,3,3,1,33,2,3,0,0,0,0,No
47,Sales,7,3,4,Female,3,2,2,12020,5,Yes,22,3,2,0,38,2,3,11,3,9,0,Yes
38,Sales,28,5,4,Male,3,5,2,19410,1,No,14,3,4,0,31,3,3,3,0,3,2,No
50,Sales,8,3,2,Male,2,3,4,11650,4,No,25,3,2,0,5,2,3,4,3,0,0,No
47,Human Resources,11,3,2,Male,4,4,2,17270,1,No,18,4,1,2,34,0,3,6,0,2,1,No
24,Research & Development,9,3,3,Male,3,3,3,14500,6,No,21,3,3,0,31,2,3,6,5,6,4,No
54,Human Resources,6,2,3,Female,4,2,3,9460,7,No,15,3,4,0,21,3,4,8,7,1,7,No
53,Research & Development,4,4,4,Female,4,3,3,9520,0,No,19,3,3,1,4,3,3,30,14,11,30,No
43,Sales,10,4,3,Female,2,3,3,13430,4,Yes,15,4,2,2,26,5,2,4,3,1,2,No
28,Sales,28,4,4,Female,3,2,2,7800,0,No,16,2,1,2,37,4,3,9,3,2,4,No
53,Sales,21,1,3,Female,3,5,4,17730,1,Yes,13,4,1,2,35,3,4,16,13,6,5,No
29,Research & Development,10,1,4,Female,3,1,1,5930,3,No,18,2,2,1,6,3,3,7,0,2,6,No
27,Sales,25,1,3,Female,2,4,2,11350,1,No,18,3,4,1,0,2,3,5,0,0,0,No
19,Human Resources,26,3,3,Male,3,1,2,8490,1,Yes,12,3,3,0,32,3,2,1,1,0,0,Yes
38,Research & Development,28,5,4,Female,3,5,1,17620,1,No,24,4,3,0,16,2,3,4,1,2,2,No
59,Sales,13,1,2,Male,3,3,1,12020,5,No,14,3,3,0,28,4,3,11,6,9,0,No
58,Research & Development,12,2,2,Male,3,3,3,13920,2,No,11,4,3,0,22,4,3,34,22,3,24,No
52,Sales,19,5,1,Female,3,2,3,10520,2,No,18,3,3,1,27,4,4,32,26,4,13,No
18,Sales,17,3,2,Male,3,1,4,10000,3,Yes,11,3,3,1,39,4,2,0,0,0,0,No
30,Research & Development,13,3,3,Male,2,2,2,7930,3,No,17,3,4,0,10,1,3,8,6,5,4,No
18,Research & Development,6,1,2,Female,3,5,1,13990,0,No,23,1,2,0,3,0,3,0,0,0,0,No
25,Sales,20,1,3,Male,3,5,1,20000,0,No,18,2,4,3,24,3,4,2,0,0,2,No
55,Research & Development,22,3,4,Female,3,3,2,16340,3,No,11,3,4,3,35,2,4,24,7,1,1,No
32,Research & Development,8,3,4,Female,2,2,4,6810,3,Yes,14,2,3,1,16,2,2,9,4,2,0,No
18,Research & Development,3,3,2,Male,3,1,2,5350,8,No,11,3,3,2,25,2,2,0,0,0,0,No
26,Sales,23,4,4,Female,2,1,2,5730,3,No,22,3,1,3,25,1,3,8,1,7,4,No
32,Sales,26,5,3,Male,3,5,2,20000,10,Yes,21,3,2,0,35,5,3,5,0,4,0,Yes
38,Research & Development,12,3,2,Female,3,4,1,13060,4,Yes,22,3,3,0,8,3,3,14,1,0,1,No
30,Human Resources,29,2,3,Female,3,2,1,9170,4,Yes,15,3,3,1,27,2,3,12,11,12,4,No
27,Research & Development,15,3,2,Female,3,5,1,16500,0,Yes,19,3,3,2,13,5,3,2,1,0,1,No
44,Sales,18,2,4,Female,3,1,2,9400,9,No,15,4,3,2,24,5,4,25,12,4,4,No
44,Research & Development,28,3,3,Female,3,2,2,9410,0,Yes,13,2,2,0,26,6,2,16,9,15,9,Yes
35,Sales,26,2,1,Female,4,3,3,15980,8,Yes,11,3,3,2,38,3,3,11,4,9,2,No
23,Sales,25,2,3,Female,3,2,1,8000,1,Yes,19,3,3,0,21,3,4,4,4,1,0,No
44,Research & Development,18,1,3,Male,3,2,1,10080,0,Yes,24,2,4,0,12,3,3,25,23,5,7,Yes
51,Research & Development,14,1,4,Male,2,3,4,11060,2,No,11,3,1,2,6,3,3,3,0,0,2,No
48,Sales,27,2,1,Female,3,3,2,12450,4,No,19,3,1,1,24,4,2,30,11,1,23,No
47,Human Resources,27,3,4,Female,3,1,4,5990,2,No,13,2,1,1,10,3,3,26,14,0,15,No
21,Research & Development,23,2,1,Male,3,3,3,15510,5,No,23,3,2,0,38,4,3,3,2,3,3,No
46,Sales,29,3,4,Female,1,3,3,14220,4,No,14,3,2,3,32,0,2,8,4,3,2,No
28,Human Resources,27,2,3,Female,3,3,2,9520,2,No,14,3,3,0,28,3,3,6,4,5,0,No
27,Research & Development,3,2,3,Female,4,4,2,14650,0,No,22,3,2,3,33,4,4,2,1,0,2,No
32,Research & Development,19,2,3,Male,2,1,2,3480,0,No,22,3,1,0,14,0,2,14,1,6,7,No
36,Sales,13,4,2,Female,4,4,2,15760,3,Yes,23,3,4,3,17,5,3,4,3,4,4,Yes
38,Human Resources,16,2,2,Female,4,1,3,9510,0,No,15,3,4,0,37,2,3,16,3,10,11,No
56,Research & Development,15,2,3,Male,2,2,3,8940,6,No,24,3,4,1,2,2,3,1,1,0,0,No
42,Sales,26,2,3,Male,3,1,3,4020,0,Yes,22,3,4,1,11,4,3,2,1,2,1,Yes
39,Research & Development,9,4,2,Male,4,4,1,12790,3,No,12,2,3,0,0,2,4,21,6,4,15,No
39,Research & Development,7,4,4,Male,3,1,3,6770,1,No,20,3,4,1,26,4,3,8,8,8,6,No
33,Research & Development,9,1,4,Female,4,3,1,12010,1,No,14,2,4,1,28,2,3,0,0,0,0,No
44,Research & Development,15,1,3,Male,3,3,2,14770,1,No,18,3,4,0,33,2,4,15,6,12,4,No
59,Sales,5,3,1,Male,3,2,4,8930,3,Yes,24,3,3,0,18,1,4,23,3,9,8,No
32,Research & Development,2,3,4,Female,4,1,3,7590,6,Yes,17,4,3,3,36,4,1,14,4,2,10,Yes
22,Research & Development,15,3,4,Male,2,5,2,17850,1,No,15,2,2,0,2,2,2,1,1,1,0,No
32,Sales,28,2,4,Male,2,2,4,10190,8,Yes,24,3,3,2,20,2,2,5,4,5,4,No
56,Sales,8,2,3,Female,3,2,1,11490,7,Yes,17,3,2,0,36,4,2,27,22,13,14,No
47,Research & Development,28,2,3,Male,2,2,3,11260,4,No,24,3,1,3,27,2,1,23,15,11,13,No
24,Research & Development,19,5,4,Male,2,3,4,10930,5,No,16,4,2,0,16,3,4,4,1,1,1,No
29,Sales,1,5,2,Male,2,2,3,7670,2,No,20,2,3,2,21,2,4,10,0,3,6,No
31,Research & Development,20,2,4,Male,2,4,2,17810,1,No,13,1,3,0,34,7,3,2,1,1,0,No
39,Sales,25,3,2,Female,3,1,1,6220,1,No,13,3,1,1,37,2,2,0,0,0,0,No
46,Research & Development,11,3,4,Male,2,2,3,7740,0,No,17,3,2,1,17,3,2,27,16,12,8,No
19,Human Resources,29,3,1,Female,2,1,3,2650,4,No,22,4,2,0,3,1,4,0,0,0,0,Yes
31,Sales,24,4,1,Female,2,3,1,15190,6,No,12,3,3,0,38,6,3,11,4,2,2,No
34,Sales,21,4,2,Female,3,3,3,10820,9,No,20,3,3,1,24,4,2,6,1,6,1,No
57,Sales,2,2,3,Male,2,2,1,7830,3,No,17,3,2,1,12,4,3,20,13,15,4,No
50,Sales,9,3,1,Male,2,2,2,6810,6,No,13,3,1,1,10,3,2,22,0,3,17,No
37,Research & Development,15,2,3,Male,2,1,1,10360,6,Yes,17,2,4,0,36,3,3,0,0,0,0,No
20,Research & Development,5,3,1,Female,4,4,1,11500,4,No,22,3,3,0,2,0,3,0,0,0,0,Yes
52,Research & Development,20,2,2,Female,2,5,2,17840,6,No,25,3,1,1,29,3,1,25,8,12,3,No
21,Research & Development,16,5,4,Male,2,2,4,7940,0,No,24,3,2,0,5,2,3,1,0,0,0,No
57,Research & Development,9,2,1,Male,2,1,1,3860,2,No,17,3,4,0,11,3,3,24,16,11,15,No
45,Research & Development,28,3,4,Female,2,5,4,19980,7,No,15,3,4,0,35,2,4,26,15,6,5,No
46,Research & Development,10,2,2,Female,2,2,2,5550,2,Yes,14,3,3,1,0,1,4,24,17,11,23,Yes
44,Research & Development,18,3,2,Male,2,2,3,9550,0,Yes,17,4,3,0,21,3,3,23,8,5,2,No
20,Research & Development,19,4,3,Male,3,1,2,6740,4,No,22,2,2,1,33,2,3,0,0,0,0,No
46,Research & Development,27,3,4,Female,2,2,2,6230,4,No,22,3,3,2,4,2,3,22,2,11,16,Yes
28,Research & Development,19,4,1,Male,3,3,3,13180,6,No,25,3,2,1,27,0,4,3,1,3,2,No
31,Research & Development,1,3,3,Female,1,2,3,9500,7,Yes,11,4,2,0,26,4,3,9,4,1,9,No
31,Research & Development,17,4,3,Female,1,2,2,8920,2,No,23,3,3,2,32,4,4,0,0,0,0,No
19,Sales,28,3,2,Male,4,3,1,13180,4,No,24,3,4,1,25,3,3,1,1,0,0,No
18,Research & Development,16,2,4,Male,3,2,3,7070,4,No,18,3,2,0,9,2,3,0,0,0,0,No
18,Research & Development,18,3,4,Female,2,3,1,10410,1,No,21,3,4,0,5,3,3,0,0,0,0,Yes
54,Sales,20,5,3,Female,3,1,2,5560,3,Yes,23,3,4,1,17,2,4,17,7,1,4,No
22,Research & Development,15,4,1,Male,4,1,3,7140,9,Yes,17,3,1,3,33,3,4,0,0,0,0,No
27,Human Resources,29,4,3,Male,2,2,1,9520,3,No,21,4,3,0,28,4,3,8,8,0,8,No
22,Human Resources,15,2,2,Male,4,3,3,7950,5,No,21,3,2,3,1,3,3,4,2,4,1,Yes
18,Research & Development,14,5,3,Female,4,2,1,3830,6,No,25,2,3,1,1,2,2,0,0,0,0,No
34,Research & Development,9,2,2,Male,3,1,2,2520,10,No,14,4,4,0,0,3,3,4,2,1,2,Yes
32,Human Resources,15,3,1,Male,2,2,4,7310,8,Yes,23,3,3,1,8,5,3,6,2,1,6,No
40,Sales,12,2,4,Male,3,3,4,13170,6,No,24,3,1,0,25,4,3,16,4,3,11,No
35,Research & Development,23,3,2,Male,2,2,2,5350,6,No,15,3,3,0,4,1,3,15,5,4,1,No
29,Research & Development,6,5,3,Male,3,2,4,13560,8,No,23,3,2,0,39,6,4,9,2,9,9,No
48,Research & Development,28,5,3,Male,3,3,2,14540,6,Yes,16,2,2,0,33,5,4,28,19,7,3,No
30,Research & Development,25,3,2,Male,1,1,1,8950,2,No,21,3,3,0,39,3,4,12,4,11,10,No
22,Human Resources,7,2,1,Male,3,2,4,9120,6,No,16,2,3,1,20,4,3,1,0,1,0,No
27,Research & Development,2,3,2,Female,1,5,4,17740,3,No,17,2,4,1,39,2,4,9,8,0,5,No
33,Research & Development,21,5,3,Male,2,2,3,8320,9,Yes,12,3,4,1,18,4,1,7,4,7,4,No
22,Sales,22,2,3,Male,3,1,2,2950,3,No,24,2,4,0,14,2,4,1,0,0,1,No
30,Sales,17,3,2,Male,2,1,2,3760,10,Yes,23,3,3,0,17,3,1,11,8,6,2,Yes
18,Human Resources,23,4,3,Male,3,1,2,6930,0,No,12,3,4,0,30,3,4,0,0,0,0,No
22,Sales,18,4,3,Male,3,1,3,7550,0,No,11,3,2,2,25,3,3,0,0,0,0,No
18,Research & Development,2,2,3,Female,4,3,2,11610,2,No,20,4,4,0,34,1,2,0,0,0,0,No
20,Research & Development,8,3,4,Male,3,5,3,19840,5,Yes,15,3,3,0,20,1,3,0,0,0,0,No
31,Research & Development,28,2,2,Female,2,1,1,4520,10,No,20,3,3,1,3,4,4,7,0,7,0,No
57,Research & Development,3,3,3,Female,4,2,2,10010,0,No,13,4,4,0,6,2,3,21,17,1,10,No
25,Sales,4,3,3,Male,3,3,4,11290,1,No,24,3,3,0,30,5,3,4,2,3,0,No
30,Human Resources,3,3,1,Male,2,3,2,12780,1,Yes,16,4,3,0,26,1,3,3,2,3,0,Yes
42,Sales,3,4,2,Male,3,3,2,14520,1,No,11,3,2,2,25,2,3,7,6,0,5,No
45,Research & Development,9,4,3,Male,1,1,1,7870,0,Yes,23,3,2,0,23,1,3,10,2,3,7,No
56,Research & Development,12,2,1,Female,2,2,1,10480,5,No,16,2,4,0,31,5,3,16,8,4,1,No
39,Research & Development,8,3,1,Male,3,3,3,14250,2,No,13,3,4,2,21,2,3,5,4,5,2,No
21,Research & Development,11,3,2,Male,4,1,2,3890,1,No,16,2,1,1,9,4,4,3,0,1,1,No
41,Sales,7,3,1,Male,3,5,2,19220,6,No,16,2,3,1,23,1,3,2,0,0,2,No
21,Research & Development,23,3,2,Female,2,3,2,13760,8,No,20,3,2,1,36,5,2,3,3,2,3,No
30,Research & Development,29,2,3,Male,3,2,3,11730,0,No,23,2,2,0,30,4,4,1,1,0,0,No
28,Research & Development,1,3,3,Male,2,4,3,16910,4,No,23,3,2,1,25,2,1,8,2,5,3,No
42,Human Resources,20,4,3,Male,3,4,3,15020,5,Yes,12,3,2,0,8,2,2,18,3,8,0,No
29,Sales,17,2,1,Female,3,1,3,4060,1,No,25,3,3,2,5,2,3,5,1,3,0,No
22,Research & Development,7,3,2,Male,3,2,2,6550,1,No,12,3,4,3,9,5,3,3,3,1,1,No
20,Research & Development,13,3,2,Male,4,2,2,13140,2,Yes,24,3,2,0,39,3,3,2,1,0,2,No
26,Research & Development,29,3,1,Female,3,3,2,12640,1,No,22,2,3,0,27,4,1,0,0,0,0,No
40,Research & Development,21,4,4,Male,4,2,2,7320,0,No,24,3,3,1,13,1,4,18,18,15,18,No
34,Research & Development,20,5,3,Male,3,4,4,16400,0,No,14,3,3,0,26,4,3,6,1,1,5,No
42,Sales,4,2,2,Male,3,4,4,14380,0,No,18,2,3,1,21,2,1,22,2,5,21,No
30,Sales,27,3,3,Female,4,2,4,10760,8,Yes,14,3,3,1,31,1,3,8,8,2,2,No
59,Research & Development,16,1,3,Female,2,2,1,9740,5,No,11,3,3,1,23,2,3,36,34,8,25,No
35,Research & Development,19,4,2,Female,3,5,4,18580,6,No,13,3,4,0,34,1,4,13,1,6,6,Yes
40,Research & Development,29,2,3,Male,4,2,3,10900,3,No,11,3,4,3,22,1,4,8,7,6,4,No
44,Research & Development,26,3,1,Female,3,2,2,10670,2,Yes,14,4,4,0,32,3,3,9,0,2,3,No
45,Human Resources,1,3,2,Male,3,1,1,6140,0,Yes,11,3,4,0,17,1,3,20,13,1,5,Yes
52,Research & Development,8,1,3,Female,3,1,3,6670,0,No,13,3,4,1,31,4,4,31,8,8,21,No
41,Sales,13,3,3,Male,4,2,2,5010,5,No,25,3,4,3,0,3,3,20,7,8,0,No
45,Sales,1,2,3,Male,3,4,1,18120,1,Yes,24,4,3,2,21,3,3,27,0,14,6,No
24,Sales,19,4,3,Male,3,2,3,6480,9,Yes,19,3,3,1,17,7,3,5,1,1,0,No
59,Sales,17,4,3,Female,2,3,1,12450,4,Yes,17,4,3,2,23,3,3,39,17,5,29,No
51,Sales,7,1,4,Male,1,2,4,11670,1,No,13,4,1,0,33,5,4,5,3,4,4,No
39,Sales,19,2,3,Male,1,2,1,11950,1,No,21,3,3,1,32,5,1,4,1,1,3,No
45,Sales,11,4,4,Female,3,2,3,2890,3,No,20,4,3,2,4,3,3,15,10,10,6,No
57,Research & Development,22,1,3,Male,3,2,1,10030,3,Yes,19,3,2,3,24,1,4,13,8,4,8,No
19,Sales,28,2,1,Male,2,1,2,3700,0,Yes,25,3,3,0,21,3,3,0,0,0,0,No
59,Sales,26,4,3,Male,4,3,2,10270,8,No,20,3,4,0,7,0,3,14,7,12,2,No
56,Sales,29,2,2,Female,3,4,3,16030,4,No,16,2,3,0,31,2,3,26,16,7,6,No
24,Research & Development,25,2,4,Female,2,2,2,7450,0,No,15,3,3,0,8,3,3,4,4,1,4,No
